userId,movieId,rating,timestamp
7,1353,3,619
7,1405,5,326
7,21,3,396
7,1080,4,288
7,1136,4,461
7,1197,3,430
7,1079,4,622
7,1291,3,442
7,333,3,294
7,1220,4,572
7,1288,4,54
7,1307,3,680
7,357,3,413
7,1270,3,186
7,1278,3,805
7,1125,3,278
7,345,3,797
7,500,3,305
7,539,3,283
7,1394,3,637
7,367,3,53
7,34,4,586
7,355,3,12
7,551,4,291
7,720,5,636
7,1148,5,117
7,364,3,423
7,594,4,462
7,745,5,119
7,588,4,569
7,595,3,645
7,1223,5,190
7,610,3,118
7,590,4,436
7,318,5,125
7,110,5,682
7,272,3,494
7,356,3,822
7,151,4,472
7,534,4,420
7,1225,5,17
7,924,4,129
7,1242,5,337
7,1097,3,346
7,1231,4,97
7,1287,4,201
7,1298,3,780
7,1302,4,509
7,329,3,453
7,198,2,229
7,207,3,48
7,31,3,155
7,592,3,767
7,1196,5,765
7,1210,5,591
7,10,3,2
7,541,4,677
7,1198,5,221
7,1374,4,568
7,260,5,686
7,1240,4,833
7,1376,3,234
7,1275,4,564
7,1036,3,50
7,1372,3,112
7,1129,3,555
7,589,3,108
7,1375,3,186
7,1408,1,28
7,1371,3,179
7,316,2,51
7,480,4,766
7,1373,2,747
7,377,3,195
7,380,4,258
8,2353,3.5,786
8,520,3.5,237
8,1625,5,569
8,543,5,407
8,1552,3,695
8,282,2,598
8,805,3.5,545
8,4995,3.5,8
8,2100,3,91
8,6377,4,50
8,3948,4,527
8,1674,4,191
8,1876,3.5,771
8,2770,2.5,223
8,5378,3.5,47
8,45,2.5,68
8,527,5,755
8,50,5,712
8,858,5,656
8,6378,3,304
8,3916,3.5,18
8,5064,5,5
8,4019,3.5,623
8,6879,3,245
8,33493,4.5,782
8,3147,4.5,598
8,628,4,486
8,7143,3.5,39
8,1754,3,781
8,1393,3,153
8,4448,2.5,715
8,2797,3.5,633
8,2423,3.5,739
8,524,2,141
8,2841,3,144
8,4963,4.5,696
8,356,4,171
8,4896,3.5,633
8,5630,4,819
8,2302,4.5,184
8,34162,3.5,80
8,3578,5,391
8,5989,3.5,395
8,5445,4.5,656
8,1777,5,350
8,1302,3.5,507
8,8533,2.5,738
8,457,4.5,653
8,318,5,615
8,2762,4.5,511
8,1291,4,274
8,33794,4.5,172
8,1198,4,494
8,2194,4.5,225
8,2571,5,790
8,1270,4,486
8,7153,4,351
8,5464,4,586
8,5952,4,642
8,1210,4,507
8,4886,3.5,232
8,1259,4,639
8,4993,3.5,580
8,260,3.5,123
8,593,4.5,42
8,47,5,783
8,1196,3.5,726
8,2324,4,828
8,589,4,421
8,8784,4.5,250
8,4011,4.5,299
8,1197,4,65
8,2502,5,420
8,6870,4,556
8,2959,4,417
8,4226,5,212
8,4262,4,621
8,2716,3.5,781
8,2858,4.5,134
8,1617,3.5,92
8,7438,4,322
8,2139,3,319
8,1265,3,823
8,1500,4,791
8,32587,3.5,499
8,4034,4.5,615
8,1387,4,683
8,6874,5,647
8,7361,4,107
8,4973,4,309
8,296,4,313
8,5669,3,811
8,1225,4,476
8,5650,4,316
8,32,5,815
8,8873,4,497
8,3996,4,334
8,8874,3,472
8,1258,4,83
8,2791,4.5,713
8,1219,4,511
8,43871,3,582
8,44004,3,377
8,43556,3.5,732
8,42007,2,576
8,40583,3.5,590
8,2329,5,430
8,1704,4,514
8,2028,4,482
8,40819,3.5,696
8,110,4,762
8,33166,4.5,95
8,1961,5,140
8,2918,5,613
8,2804,3.5,360
8,1358,0.5,488
9,2762,4,14
9,17,4,803
9,534,5,23
9,733,2,781
9,1358,4,256
9,2571,5,442
9,515,4,201
9,2396,4,522
9,26,3,474
9,1357,4,406
9,1411,3,268
9,1682,5,327
9,497,4,377
9,1541,2,427
9,2273,3,184
9,527,5,712
9,593,4,393
9,608,5,49
9,2302,4,489
9,2628,3,469
9,47,3,489
9,2278,4,808
9,318,4,453
9,1704,4,636
9,1784,5,71
9,2501,4,588
9,2249,4,602
9,2268,3,657
9,1680,4,258
9,36,5,813
9,1,4,177
9,1059,5,589
9,2294,2,598
9,1584,4,814
9,2028,4,643
9,2291,4,775
9,2539,2,303
9,1177,3,591
9,1721,3,827
9,2125,4,735
9,2427,2,811
9,2490,3,341
9,2857,4,50
9,2140,4,36
9,2391,4,298
10,2890,4,685
10,2841,4,391
10,3005,3,195
10,2826,5,61
10,2881,3,163
10,2840,3,835
10,2907,2,516
10,2827,3,236
10,2995,2,3
10,50,5,632
10,1089,3,729
10,1358,5,45
10,1423,4,411
10,1704,4,64
10,1719,5,274
10,2108,3,624
10,318,4,414
10,1923,5,431
10,2571,5,663
10,344,3,419
10,345,4,493
10,1690,3,706
10,1459,3,806
10,152,4,217
10,1499,3,149
10,1887,2,796
10,2539,4,535
10,735,4,250
10,2344,5,718
10,1611,5,269
10,2926,5,261
10,1036,3,112
10,1196,4,169
10,1197,4,332
10,1198,4,283
10,1200,4,431
10,1210,4,558
10,1240,4,619
10,1291,4,505
10,592,3,16
10,1101,2,463
10,1127,4,417
10,1220,3,583
10,2406,4,205
10,2410,2,594
10,3019,4,180
11,70,1,220
11,785,3.5,486
11,1918,3,152
11,3424,3,591
11,169,3,87
11,2042,3.5,215
11,58295,4.5,631
11,2596,4.5,823
11,126,4,746
11,51084,4,351
11,97938,4,32
11,71211,3.5,47
11,106487,5,38
11,6598,5,80
11,96861,4,7
11,79132,4,432
11,91529,4.5,563
11,80906,3,475
11,77455,4.5,526
11,104841,5,326
11,96079,4,54
11,81158,4,272
11,81562,3.5,167
11,91548,4,515
11,91500,4.5,824
11,88129,4,454
11,80489,4.5,5
11,296,5,727
11,1201,5,748
11,48516,5,124
11,778,4.5,376
11,50,5,785
11,923,5,180
11,26614,5,24
11,2762,3,606
11,5669,3,320
11,1027,4.5,31
11,1408,5,123
12,1197,1,19
12,1220,5,801
12,1295,1,262
12,2259,2,532
12,3474,4,836
12,3879,5,268
12,3885,3,556
12,3886,2,220
12,3869,2,449
12,3871,2,673
12,3873,3,126
12,3861,3,723
12,3863,5,659
12,3864,3,50
12,3865,5,315
12,3841,2,133
12,3844,1,430
12,3829,2,121
12,3831,4,812
12,3825,5,440
12,3827,2,377
12,3809,3,792
12,6184,4,793
12,3799,1,364
12,3801,3,484
12,3791,1,413
12,3793,5,425
12,3794,3,436
12,3798,4,209
12,608,2,791
12,1215,5,492
12,1230,2,625
12,1235,5,732
12,3179,2,253
12,3148,1,820
12,3408,4,823
12,529,1,177
12,2959,4,141
12,538,3,117
12,1639,2,10
12,1374,1,275
12,1387,4,123
12,2355,2,130
12,2529,1,369
12,1028,1,403
12,1077,3,276
12,1732,3,794
12,3298,4,342
12,1032,2,231
12,253,3,123
12,3770,3,203
12,3780,2,208
12,3176,3,672
12,736,4,333
12,2460,4,820
12,3773,2,257
12,673,1,641
12,3146,2,107
12,3324,1,58
12,737,3,96
12,2668,2,10
13,3255,3.5,727
13,277,4,707
13,914,4,342
13,1918,3,743
13,2761,4,397
13,362,4.5,310
13,531,4,458
13,524,3.5,143
13,2908,3,449
13,4310,4.5,149
13,1027,3,794
13,4718,3.5,499
13,3624,3,475
13,4321,2.5,379
13,3396,3.5,335
13,69757,4,439
13,2572,3.5,291
13,93363,3,627
13,356,5,211
13,480,3,77
13,318,4.5,259
13,110,4,444
13,1,5,553
13,590,4,435
13,4878,4.5,331
13,7361,4,103
13,7502,4.5,169
13,81834,4.5,441
13,88125,4.5,713
13,4306,4,822
13,78499,4,112
13,2804,3,58
13,6377,4.5,796
13,3114,3,828
13,2355,4,484
13,1961,4,125
13,3147,4,274
13,2918,3,667
13,2762,3,394
13,54286,3.5,784
13,5989,4,165
13,1259,4,78
13,64614,4.5,636
13,4886,3.5,136
13,1265,2.5,237
13,587,3,775
13,919,3.5,395
13,58559,4.5,410
13,4993,4.5,513
13,2571,3,515
13,296,3.5,460
13,527,4,101
13,47,2.5,441
14,1721,3,399
14,2628,3,72
14,594,1,26
14,1196,4,374
14,3354,3,36
14,3986,3,117
14,2683,2,723
14,2038,3,432
14,2355,2,731
14,3751,4,658
14,2861,2,44
14,2716,3,359
14,3175,5,453
14,3988,4,53
14,2720,2,183
14,3623,3,295
14,2394,3,556
14,2724,3,804
14,3157,2,647
14,3114,4,219
15,527,4,382
15,1079,4,400
15,3390,1,606
15,2150,3,362
15,2360,2,84
15,2378,3,807
15,3101,4,743
15,4344,2,381
15,4446,4,722
15,4381,2,629
15,4638,1,42
15,4643,3,145
15,4310,3,582
15,4369,3,52
15,4700,2,820
15,4701,3,108
15,4367,1,298
15,4386,1,791
15,3949,5,218
15,3983,5,493
15,3996,5,759
15,4017,4,296
15,4022,3,244
15,4034,4,97
15,3911,2,286
15,4021,3,53
15,4036,1,432
15,3994,4,445
15,4015,5,487
15,4020,3,84
15,4023,2,392
15,4052,1,384
15,4056,5,671
15,3969,1,431
15,3999,3,562
15,4030,2,459
15,4158,2,309
15,4713,4,504
15,4678,4,803
15,4679,3,74
15,4675,2,816
15,4666,1,446
15,4658,2,608
15,4654,1,761
15,4621,3,45
15,4623,4,68
15,4011,1,299
15,4027,3,214
15,3998,1,298
15,3569,4,421
15,4226,5,455
15,3747,2,715
15,3783,2,288
15,3897,3,373
15,3915,5,744
15,3989,3,357
15,4144,4,265
15,4235,4,644
15,4246,2,215
15,3182,2,739
15,3751,1,794
15,3823,2,389
15,3328,4,791
15,3481,5,357
15,2769,2,540
15,3598,3,746
15,3967,1,777
15,4225,1,716
15,4271,4,269
15,4223,1,109
15,4383,3,351
15,3317,5,578
15,3556,3,606
15,3787,3,638
15,3536,4,42
15,3793,2,482
15,4239,1,619
15,4302,5,497
15,3535,1,264
15,3617,4,76
15,3785,4,451
15,4370,1,559
15,4448,1,594
15,3745,1,423
15,3571,4,99
15,3910,2,71
15,3977,3,50
15,3863,2,631
15,3893,1,723
15,3943,3,497
15,3300,5,173
15,3618,2,706
15,3273,1,381
15,3882,4,175
15,3896,3,414
15,3952,4,772
15,3409,4,182
15,3566,3,127
15,3993,1,606
15,3794,4,548
15,4161,3,261
15,3512,3,759
15,3986,1,607
15,3534,1,466
15,4343,1,24
15,3626,3,17
15,3987,4,486
15,3752,1,288
15,3318,3,780
15,3956,1,247
15,4167,1,729
15,4238,3,203
15,3286,3,74
15,3798,2,151
15,3990,1,384
15,3825,1,541
15,3826,1,661
15,3979,1,411
15,4148,1,13
15,3225,1,60
15,912,5,95
15,1244,5,814
15,2692,3,430
15,4361,5,681
15,1264,3,379
15,1307,5,286
15,2396,2,342
15,1247,5,502
15,1265,4,533
15,1214,4,756
15,1219,3,761
15,4546,3,475
15,1258,4,254
15,1333,2,607
15,1407,5,457
15,2648,3,514
15,2716,4,445
15,3499,3,563
15,1997,5,408
15,745,3,611
15,1148,3,699
15,1223,4,6
15,1,2,272
15,34,3,580
15,2858,4,801
15,2997,5,217
15,3083,5,659
15,3429,3,81
15,441,4,172
15,1546,4,396
15,2289,4,339
15,903,5,831
15,904,5,158
15,1252,5,237
15,1617,5,835
15,3730,5,174
15,123,4,62
15,924,5,101
15,1484,3,570
15,1964,3,675
15,2686,3,747
15,3801,3,553
15,4037,3,13
15,335,2,780
15,800,5,824
15,1464,4,104
15,1625,4,476
15,1805,3,631
15,3262,1,400
15,3386,3,672
15,3788,3,651
15,164,4,35
15,1645,3,574
15,2076,3,434
15,2467,1,317
15,3176,2,92
15,260,5,824
15,541,5,234
15,750,4,56
15,1196,5,640
15,1206,5,424
15,2571,5,225
15,589,4,144
15,1240,3,690
15,1270,5,184
15,1748,4,448
15,32,4,210
15,1097,4,771
15,1210,5,411
15,2232,4,160
15,2594,4,616
15,2916,4,723
15,1573,4,674
15,50,5,147
15,111,5,227
15,593,5,425
15,608,5,59
15,908,5,349
15,1249,3,528
15,1267,5,327
15,1358,1,730
15,2762,1,648
15,1248,3,785
15,1036,4,74
15,1089,4,81
15,1200,4,652
15,1953,3,756
15,2186,3,71
15,247,2,207
15,293,5,733
15,457,5,488
15,866,4,140
15,2391,3,226
15,2819,3,188
15,2983,4,131
15,1073,3,239
15,2100,2,481
15,2174,4,508
15,2797,4,423
15,4571,3,150
15,2005,4,319
15,2054,2,768
15,2161,3,333
15,1649,2,565
15,246,5,555
15,162,4,399
15,549,5,243
15,1827,4,439
15,858,5,555
15,1221,5,699
15,318,2,51
15,923,5,437
15,1233,3,614
15,3010,4,688
15,306,5,736
15,919,3,206
15,1213,3,831
15,1251,3,576
15,1193,5,621
15,1250,4,377
15,2501,3,574
15,296,5,808
15,1178,3,104
15,1203,4,325
15,2028,3,566
15,1084,3,241
15,953,3,554
15,1228,4,495
15,3006,5,91
15,3683,4,203
15,1952,3,39
15,3504,4,168
15,1208,5,172
15,3735,2,504
15,1859,5,272
15,2357,3,443
15,1176,4,555
15,1694,3,201
15,2908,1,804
15,307,4,473
15,1293,4,639
15,2959,5,126
15,3089,3,393
15,483,1,267
15,1041,5,584
15,1259,3,650
15,1719,4,21
15,2303,3,275
15,3128,4,24
15,3152,3,98
15,1280,3,464
15,3160,3,1
15,1945,4,94
15,3019,3,187
15,1260,3,712
15,4066,4,92
15,2791,4,516
15,1394,4,787
15,2599,3,280
15,3030,4,618
15,2761,2,47
15,551,2,726
15,2355,2,742
15,364,4,570
15,3000,4,465
15,1198,4,772
15,1204,2,177
15,1291,4,95
15,2871,4,189
15,2987,4,764
15,3461,3,117
15,592,4,396
15,1127,4,359
15,2167,3,681
15,3175,4,235
15,4232,3,370
15,380,4,773
15,1580,4,423
15,2640,4,640
15,349,3,510
15,480,3,383
15,1615,3,79
15,4321,2,756
15,1218,4,617
15,2624,3,737
15,2324,2,285
15,2439,2,144
15,665,3,209
15,1449,4,540
15,1266,4,521
15,150,3,617
15,1529,3,192
15,2580,3,780
15,3181,1,690
15,17,3,835
15,2395,5,486
15,223,4,381
15,235,4,38
15,2542,1,512
15,3147,1,757
15,1682,2,558
15,1466,4,463
15,1860,4,65
15,2291,3,332
15,994,4,389
15,1517,3,372
15,3108,4,178
15,909,4,22
15,1222,4,186
15,2712,4,507
15,2973,4,480
15,3253,3,400
15,2671,4,31
15,2729,3,808
15,3052,3,824
15,4410,3,176
15,4973,2,741
15,4993,5,658
15,4995,1,260
15,5013,2,580
15,4902,2,82
15,4979,5,608
15,5293,3,828
15,4890,3,641
15,5066,3,264
15,5254,1,697
15,5170,2,439
15,5363,1,434
15,5220,3,565
15,5313,1,827
15,5128,1,689
15,5219,1,24
15,5283,3,7
15,4029,4,674
15,4306,1,220
15,4308,2,170
15,4378,3,715
15,4641,3,515
15,5075,4,210
15,4055,1,769
15,4731,5,190
15,5445,5,125
15,5218,1,376
15,4886,5,723
15,5015,1,63
15,5418,2,396
15,5504,2,393
15,5502,1,508
15,5524,1,204
15,5507,1,234
15,5449,2,607
15,5459,1,56
15,5463,1,668
15,555,4,760
15,1179,4,220
15,377,4,51
15,3039,4,600
15,1729,1,570
15,5266,1,96
15,5500,4,755
15,4121,3,533
15,5528,1,666
15,5477,5,354
15,5458,1,835
15,5481,2,692
15,5515,4,833
15,4639,1,252
15,2572,5,668
15,2683,1,448
15,2706,3,600
15,2707,3,176
15,3004,1,493
15,2710,1,422
15,2770,4,745
15,3005,1,427
15,3298,4,175
15,3786,2,449
15,2041,2,241
15,2541,1,170
15,2722,2,140
15,2369,1,693
15,2678,1,717
15,2759,1,318
15,2881,1,707
15,3543,2,612
15,233,4,378
15,2336,2,723
15,2575,3,616
15,2605,1,528
15,3408,2,117
15,2428,1,353
15,2333,3,709
15,3510,2,39
15,3578,2,366
15,785,3,505
15,2713,1,529
15,2585,1,128
15,3008,2,462
15,3174,1,17
15,2709,1,319
15,3623,1,475
15,2502,5,345
15,2574,1,516
15,2581,1,463
15,2723,1,485
15,3219,2,342
15,2490,1,461
15,2560,3,507
15,3981,1,836
15,1513,2,373
15,2700,3,156
15,2840,1,782
15,2841,2,746
15,3081,1,66
15,3185,2,755
15,2763,1,80
15,3157,1,457
15,3114,1,789
15,2600,3,426
15,1342,2,20
15,2124,2,110
15,230,1,775
15,1962,3,130
15,2699,3,706
15,4380,2,281
15,1287,2,560
15,4010,2,499
15,720,3,73
15,1635,4,457
15,535,3,499
15,1704,4,400
15,3246,4,283
15,25,3,591
15,1243,2,804
15,1094,4,758
15,232,4,557
15,3272,2,279
15,214,2,553
15,1912,5,509
15,3077,3,289
15,36,1,706
15,1784,3,334
15,1673,3,824
15,4903,5,371
15,1035,2,672
15,1225,4,753
15,3266,5,316
15,3471,4,311
15,2003,3,565
15,2145,2,437
15,3250,2,435
15,4082,1,703
15,5650,3,568
15,5679,4,220
15,5662,4,678
15,663,2,47
15,1290,3,741
15,500,3,766
15,851,4,815
15,1503,1,121
15,2006,4,754
15,5541,3,457
15,5553,2,538
15,5568,3,766
15,5791,2,681
15,5349,1,194
15,5378,3,184
15,5400,3,633
15,5419,1,492
15,3800,2,783
15,4372,3,696
15,4878,4,683
15,3892,1,582
15,4720,2,829
15,4744,1,649
15,922,1,273
15,1095,4,589
15,5444,1,187
15,5893,5,793
15,5968,3,804
15,2947,5,312
15,2949,4,462
15,6,4,629
15,1197,1,441
15,1304,3,278
15,1387,4,320
15,1610,3,368
15,2194,4,313
15,2427,3,433
15,2905,4,788
15,2912,4,771
15,3418,1,251
15,110,3,633
15,1954,3,524
15,2366,3,121
15,3104,4,6
15,3320,5,173
15,4168,3,327
15,4975,1,586
15,4896,1,466
15,4873,5,584
15,5952,5,556
15,5026,2,447
15,926,3,275
15,2011,3,231
15,5902,4,811
15,82,5,525
15,1207,3,80
15,1230,3,536
15,2018,2,31
15,2351,1,299
15,3134,1,463
15,3634,2,103
15,3948,5,535
15,4963,4,410
15,5071,5,642
15,5135,4,813
15,3301,4,729
15,3852,3,279
15,4734,1,243
15,3861,3,635
15,4014,2,298
15,4018,1,669
15,4025,1,527
15,4718,4,96
15,4728,4,235
15,4844,2,821
15,176,4,584
15,5669,4,647
15,6025,3,778
15,2012,1,748
15,6180,1,68
15,6203,3,624
15,1584,4,572
15,1653,3,416
15,2010,3,61
15,4079,4,57
15,6333,3,321
15,2288,3,593
15,2985,3,428
15,5410,2,30
15,1356,2,67
15,1527,1,497
15,1909,2,488
15,1921,4,416
15,2140,3,832
15,2407,3,793
15,2657,2,767
15,3527,3,601
15,5478,2,346
15,316,3,65
15,680,2,566
15,2105,4,282
15,3033,4,53
15,185,2,699
15,610,3,293
15,674,3,201
15,1334,2,259
15,1676,4,741
15,1917,2,59
15,2311,2,13
15,4006,3,526
15,157,2,416
15,2000,3,647
15,2060,2,385
15,3060,4,601
15,4727,3,823
15,1845,4,160
15,2294,2,296
15,2405,3,396
15,1405,3,182
15,1883,4,100
15,2231,3,298
